itemname	itemprice	size	brand
חמוציות *ברכז פרי 30	18.1		
חמוציות 400גר רמילוי	20.2		
חמוציות אושן ספריי 1	11.0		
חמישייה טילון גלידל	31.8		
חמישיית מגבות ידיים	13.9		
חמצוצים ממולא בטעם ת	14.9		
חמצוצים מקלות בטעם ק	3.8		
חמצוצים מקלות בטעם ת	3.8		
חמצוצים שטיח בטעם מע	3.8		
חמצוצים שטיח בטעם תו	3.8		
חסה אייסברג חתוכה חס	12.9		
חסה לאליק א.אדמה	12.9		
חסה לאליק מהדרין רמ	11.9		
חסה לאליק תקומה	9.9		
חסה לבבות	12.9		
חסה לליק מגשית חסלט	12.9		
חסה לליק מהדרין	12.9		
חסה סלנובה	10.9		
חסה סלנובה מהדרין	11.9		
חסה סלנובה מהדרין רמ	11.9		
חסה סלנובה תקומה	10.9		
חסה עגולה תקומה	5.9		
חסה ערבית (שקית ) חס	7.9		
חסה ערבית מהדרין רמי	5.9		
חספוסים אבטיח	3.8		
חצאי אפרסק צ'ויס בסי	13.1		
חצאי זיתים ירוקים 19	15.9		
חצאי משמש 490 גרם כש	11.9		
חצי באגט מאפית	3.5		
חצי בגט כפרי 4יח	13.0		
חציל	4.8		
חציל בטעם כבד 200גר	10.9		
חציל במיונז 250גר רמ	9.0		
חציל במיונז ביתי 200	10.9		
חציל במיונז מרובע 40	11.9		
חציל מרוקאי 200 ג	10.9		
חציל ננסי	9.8		
חציל על האש 400ג רמי	9.0		
חציל קלוי על האש סרה	13.5		
חציל תאילנדי 200 גר	10.9		
חציל תאילנדי 250גר ר	9.0		
חצילים בלדי	5.8		
חרדל דיג'ון 350גר רמ	10.0		
חרדל עם גרגירים 350ג	10.0		
חרדל צרפתי דיז'ון 35	13.6		
חרדל צרפתי עם גרגירי	13.6		
חרדל ריין דיז'ון אקס	11.5		
חרדל ריין דיז'ון לחי	12.0		
חרדל רין דיז'ון גרעי	11.5		
חרדל תלמה 550 גרם	8.9		
חרוזית זית ירוק ללא	15.9		
חרוזית ירוק ללא גלעי	11.9		
חרוזית שחור 275 גרם	11.9		
חרוזית ‏43‏ או יבנה	23.9		
חריסה פלפל 570 גר A2	11.8		
טארטלט מתוק 180גר בי	11.8		
טארטלטים אורגינל 180	11.8		
טארטלטים- תחתיות בצק	21.0		
טבליות גל סנו ספארק	45.9		
טבלת היידי גראנדור ק	10.9		
טבלת רגוסה לבן במילו	18.9		
טבסקו אקסרא חריף הבנ	15.1		
טבסקו פלפל חריף סקור	15.1		
טבעות בצל 600 גרם רמ	15.1		
טבעות בצל תפוגן 700	19.9		
טבעות זיתים ירוקים 2	11.9		
טבעות עוף 700	13.1		
"טבעות תפו""ע טבעי"	12.9		
"טבעות תפו""ע טבעי קינ"	13.9		
טוב טעם גבינה לבנה 3	13.1		
"טובורג רד 500 מ""ל"	8.6		
טובורג רד מארז שישיי	34.8		
טובלרון חלב 100 גרם	9.6		
טובלרון חלב צימוק 10	9.6		
טובלרון שוקולד חלב 2	23.9		
טודיי חטיף חלבון טעם	12.8		
טוויזלרס ממתק טעם דו	7.9		
טוויזלרס ממתק תות 19	7.9		
טוויקס חטיף 50 גרם 1	5.7		
טוויקס מיני 333 גר	27.9		
טומי חרדל עדין 200 ג	13.9		
טומי מיונז אמיתי 170	13.9		
טומי מיונז לייט 170	13.9		
טומי קטשופ מיונז 190	13.9		
טונה בהירה במים רמיל	5.5		
טונה בהירה בשמן רמיל	5.5		
טונה בשמן 80גר 3יח ר	12.1		
טונה בשמן זית פתיחה	28.1		
טונה בשמן צמחי 195 ג	19.9		
טונה בשמן רביעייה 11	23.1		
טונה ויליגר 392 גרם	17.9		
טונה סטארקיסט בשמן 1	6.4		
טונה סטארקיסט בשמן 6	31.9		
טונה סטארקיסט בשמן מ	6.9		
טונה סטארקיסט רביעיו	24.9		
טונה סטארקיסט שלישיי	17.8		
טונה פוסידון בשמן 4*	19.9		
טונה רביעייה במים 11	23.1		
טונה ריו מרה בשמן זי	28.8		
טונה ריו מרה ירקות ג	15.9		
טונה ריו מרה ירקות ו	15.9		
טוניק ללא סוכר שוופס	9.2		
טוסו ופל בלגי בטעם ש	9.9		
טוסו ופל קלאסי בטעם	9.9		
טוסו עוגיות אגוזי לו	16.1		
טוסו פודינג אינסטנט	10.0		
טוסו שוקולד חלב 100ג	15.9		
טוסו שוקולד מריר ושב	15.9		
טוסו שוקולד מריר טעם	15.9		
טוסו שוקולד מריר מעו	15.9		
טוסטעים פת קלויה אסם	11.0		
טוסטעים פת קלויה חיט	11.0		
טוסטעים פת קלויה עם	11.0		
טוסטר לחיצה ל-4 פרוס	129.9		
טוסטר לחיצה פסים 2 פ	44.9		
טוסקנה אובלי קרם קטן	7.9		
טוסקנה מרקיה ורוד עת	9.9		
טוסקנה מרקיה קרם 10י	9.9		
טוסקנה צלחת 10' לבן	17.9		
טוסקנה צלחת 10' מנטה	17.9		
טוסקנה צלחת 10' נצנץ	17.9		
טוסקנה צלחת 10' קרם	17.9		
טוסקנה צלחת 7' ורוד	8.9		
טוסקנה צלחת 7' לבן 1	8.9		
טוסקנה צלחת 7' קרם 1	8.9		
טוסקנה צלחת 9 ורוד ע	11.9		
טוסקנה צלחת 9' לבן 1	11.9		
טוסקנה צלחת 9' נצנץ	11.9		
טופ אבקת כביסה 2.5 ק	14.9		
טופ אבקת כביסה 6 קג	37.3		
טופ פד אקסטרה 20 יח	9.0		
טופ פד אקסטרה לונג 2	9.0		
טופ פד סופגנית מקסי	15.9		
טופ קפסולות כביסה 36	24.9		
טופ שף שניצל אמרקאי	12.7		
טופבלייד סטייק טרי א	129.9		
טופו בטיבול קארי 30	12.9		
טופו בטעם טבעי אלטרנ	12.9		
טופו ויילר 300 גר	10.9		
טופו עם בזיליקום אלט	12.9		
טופו פיקנטי אלטרנטיב	12.9		
טופו תוספת סידן 300	13.9		
טופי 3 שכבות 2 צבעים	19.9		
טופי 3 שכבות טעם פיר	19.9		
טופי בינס במילוי טעם	17.1		
טופי ממולא בטעם תות	15.9		
טופי ממולא טעם פירות	15.9		
טורבול סלים סופג לחו	30.3		
טורטיה 8יח 20סמ	9.9		
טורטיה בסיס להכנת פי	10.0		
טורטיה חיטה 320 גר ר	9.0		
טורטיה חיטה 450גר רמ	10.0		
טורטיה חיטה 560 גר ר	11.1		
טורטיה חיטה מלאה 560	11.1		
טורטיה עם קמח תירס ר	9.0		
טורטיה קמח חיטה וסוב	9.0		
טורטיה קמח חיטה רמי	9.0		
טורטינה וויט שישיה 1	19.9		
טורטינה לואקר 125 גר	19.9		
טורטינה מריר לואקר 1	19.9		
טורטינה קרמל וופל 12	19.9		
טורטינה שוקולד חלב 1	19.9		
טורטית לבנה 40 גר	4.5		
טורמוס	12.2		
טורנדו גרגרים לפתיחת	10.0		
טושי ג'מבו	9.9		
טושי לבד	9.9		
טושים עם חותמת	14.9		
"טחינה 1 ק""ג מלאה אלא"	31.9		
טחינה 400ג רמילוי	9.0		
טחינה 500 גרם	14.9		
טחינה 500 גרם טהורה	13.1		
טחינה אלארז 500 גרם	17.9		
טחינה אלארז שומשום מ	18.9		
טחינה באלדי חציל 350	14.9		
טחינה באלדי עם חציל	14.9		
טחינה גולמית שומשום	15.9		
טחינה הר ברכה 500 גר	19.9		
"טחינה ירושלים 1 ק""ג"	32.3		
טחינה ירושלים 500 גר	16.9		
טחינה ירושלים מלא 50	16.9		
טחינה לבנה 250גר רמי	9.0		
טחינה לבנה 400 גרם	14.9		
טחינה מיוחדת 200גר	10.9		
טחינה מלאה 500 גר	13.1		
טחינה משומשום אסלי 1	24.2		
טחינה משומשום אסלי 5	13.1		
טחינה משומשום אסלי מ	13.1		
טחינה על חציל קלוי 3	14.9		
טחינה פרימיום משומשו	14.1		
טחינה שומשום מלא באר	13.9		
טיטולים פרימיום שלב	29.9		
טיטולים פרימיום שלב4	29.9		
טיטניום ספריי גוף 15	10.9		
טיטניום רד דיאודורנט	14.9		
טייד אבקת כביסה אפקט	55.9		
טייד קפסולות אפקט פי	54.9		
טילון קורנטו פרווה ט	29.9		
טילון קורנטו קלאסיקו	29.9		
טים טם ביסקוויט במיל	22.9		
טים טם ביסקוויט שוקו	22.9		
טיק טק בודד תות שדה	3.8		
טיק טק בטעם מנדרינה	3.8		
טיק טק בטעם מנטה 16	3.8		
טיק טק בטעם מנטה חזק	3.8		
טיק טק בטעם תפוז 16	3.8		
טיק טק מנטה חזק 64 ג	12.7		
טיק טק מנטה רביעייה	12.7		
טיק טק פטל ולימון 40	7.9		
טיק טק רביעייה תות ש	12.7		
טיק טק תפוז רביעייה	12.7		
טישו דו-שכבתי בקופסא	5.9		
טל' יונדאי דקורטיבי	49.9		
טלק בייבי כיף 200 גר	14.9		
טלק לתינוק 200 גר	18.9		
טמפו סודה 12* 500 מל	27.9		
טמפו סודה 6* 1.5 ליט	16.9		
טמפונים טמפקס קומפקט	20.2		
טמפונים נורמל קלאסי	19.9		
טמפונים סופר אובה 32	19.9		
טמפונים סופר פלוס או	19.9		
טמפונים סופר קוטקס 3	23.9		
טמפקס טמפונים סופר 1	15.9		
טמפקס טמפונים סופר פ	15.9		
טמפקס טמפונים רגולר	15.9		
טמפקס פרל סופר פלוס	19.9		
טעמי בייגלה	4.5		
טעמן אננס חתוך במיץ	9.9		
טעמן חצאי אפרסק 470	9.7		
טעמן סרדינים בדצ פלפ	7.0		
טעמן סרדינים בשמן קנ	7.0		
טעמן פרוסות אננס 825	10.9		
טפנד זיתים ירוקים 22	17.9		
טפנד זיתים שחורים 22	17.9		
טקסטיל אבקת כביסה בי	13.9		
טקסטיל נוזל לכביסה ע	12.9		
טרה ירקות שורש בטעם	22.5		
טרה ירקות שורש בתיבו	22.5		
טרו קונפיטורת דובדבן	15.9		
טרו רוטב צ'ילי מתוק	15.9		
טרו ריבת תות 250 גר	15.9		
טרו שוקולד חלב 100 ג	14.9		
טרוביה סטיביה ממתיק	22.9		
טרמי TALIS בעיצוב י	39.9		
יאנג-פילינג גרגירים	23.0		
יבנה שיפקה 225 גרם ב	5.5		
יגרמייסטר 700 מל	85.5		
ידית סיליקון לסירים	9.9		
יוגוטה מרשמלו תות ונ	6.8		
יוגורוט חלבון גו 200	5.9		
יוגורט 1.7% מולר 8*1	19.5		
יוגורט 2.8% מולר 8*1	19.5		
יוגורט GO טבעי נטול	6.1		
יוגורט אקטיביה 3% 15	22.2		
יוגורט אקטיביה לבן 1	21.9		
יוגורט אקטימל 16 תות	32.9		
יוגורט אקטימל 8*100	19.5		
יוגורט אקטימל תות בנ	19.5		
יוגורט באדי תות 3% 1	3.2		
יוגורט באדי תות 3% 5	10.0		
יוגורט ביו עיזים טבע	21.9		
יוגורט ביו קיווי 3%	5.9		
יוגורט ביו קרמי מיקס	6.2		
יוגורט גו 200 מל	6.1		
יוגורט גו 20ג 1% 200	6.5		
יוגורט גו במרקם אויר	6.5		
יוגורט גו דובדבן 200	6.0		
יוגורט גו סמיך קוקוס	6.4		
יוגורט דיאט 0% יופלה	5.3		
יוגורט דנונה אפרסק 3	3.7		
יוגורט דנונה ביו לבן	3.5		
יוגורט דנונה ביו עם	4.7		
יוגורט דנונה מולטי ת	5.5		
יוגורט דנונה פירות י	3.7		
יוגורט דנונה קורנפלק	4.7		
יוגורט דנונה תות 3%	3.7		
יוגורט דנונה תות ביו	4.7		
יוגורט חלבון יופלה G	6.5		
יוגורט חלבון פרו קרם	5.9		
יוגורט יווני 10%	16.9		
יוגורט יוני 850 גר	21.9		
יוגורט יופלה בטעם אנ	5.3		
יוגורט יופלה בטעם אפ	5.3		
יוגורט יופלה בטעם דו	5.3		
יוגורט יופלה בטעם תו	5.3		
יוגורט יופלה בטעמים	31.2		
יוגורט יופלה טיוב ונ	13.6		
יוגורט יופלה טיוב תו	13.6		
יוגורט יופלה לבן 1.5	19.1		
יוגורט יופלה לבן 3%	19.1		
יוגורט יופלה לבן מעו	4.6		
יוגורט יופלה עוגת גב	5.3		
יוגורט יופלה פירות י	5.3		
יוגורט יופלה קידס %1	12.9		
יוגורט יופלה תות אפר	31.2		
יוגורט כבשים 750ג דל	17.9		
יוגורט כבשים מחלבות	19.1		
יוגורט כד 6% 3קג	36.1		
יוגורט מולר אקטיב 25	6.2		
יוגורט עזים דלי 600ג	19.1		
יוגורט עיזים 3% משק	15.7		
יוגורט עיזים 500 מל	14.9		
יוגורט עיזים 750ג דל	17.9		
יוגורט עיזים 850 גר	22.8		
יוגורט עיזים טבעי 50	11.7		
יוגורט עיזים לשתיה 3	14.9		
יוגורט עיזים מחלב מל	6.7		
יוגורט פרופ אפרסק פס	5.8		
יוגורט פרופ לימון 3%	5.8		
יוגורט פרופ פירות יע	5.8		
יוגורט פרופ תות 3% מ	5.8		
יוגורט פרילי אננס 1.	3.8		
יוגורט פרילי טבע 1.9	5.4		
יוגורט פרילי פירות י	3.8		
יוגורט פרילי תות 1.5	3.8		
יוגורט של פעם חלב עי	15.9		
יוגורט של פעם כבשים	7.3		
יוגורט תאומים בטעם ת	2.4		
יוגורט תנובה ביו טבע	3.6		
יוגורט תנובה כד 4% ש	19.9		
יוגורט תנובה כד 6.5%	18.4		
יוגורט תנובה מחלב עי	6.5		
יוגורט תנובה נטול לק	4.1		
יוגורט תנובה פרחים 4	3.3		
יוגורטיה מאגדת פרוסו	22.9		
יוגטה ג'לי פירות 350	13.9		
יוגטה ג'לי פירות 600	19.9		
יוגטה גומי דובדבן מב	10.7		
יוגטה גומי דובונים מ	10.7		
יוגטה גומי לב אפרסק	10.7		
יוגטה גומי מיני בננה	10.7		
יוגטה גומי נחשים מסו	10.7		
יוגטה גומי פאסט פוד	13.9		
יוגטה גומי קולה מברי	10.7		
יוגטה גומי תות חמוץ	10.7		
יוגטה טופי טעם פירות	11.9		
יוגטה מקלות מסוכרים	6.0		
יוגטה מרשמלו לבבות 1	6.8		
יוגטה מרשמלו פירות 1	6.8		
יוגטה שטיחים חמוצים	6.0		
יופלה GO יוגורט מועש	5.9		
יופלה GO יוגורט סמיך	6.4		
יופלה און טופ כוכבים	5.0		
יופלה און טופ פצפוצי	5.0		
יופלה און טופ תות קו	5.0		
"יופלה בד""צ 1.5% מעוד"	21.1		
יופלה גו פירות יער	6.1		
יופלה טיוב יוגורט תו	13.6		
יופלה טיוב תות בננה	13.6		
יופלה יוגורט גו קרמי	6.4		
יופלה יוגורט חלבון 2	6.5		
יופלה יוגורט קידס 3%	4.5		
יופלה משקה קיץ אישי	6.1		
יורו גבינת מוצרלה נט	11.9		
יחידת מדפים מעץ במבו	59.9		
יין אדום חצי יבש סלק	31.7		
יין אדום יסמין רקנאט	36.5		
יין אדום מוסקטו	39.3		
יין אדום מתוק ישן נו	19.9		
יין אדום מתוק מסורת	19.9		
יין אדום נינוה מוסקט	24.9		
יין אדום קידוש 750 מ	15.5		
יין אמרלד ריזלינג סל	31.7		
יין אמרלד ריזלינג פר	43.8		
יין אקסלנס רוזה יקבי	27.9		
יין באזז אבטיח יקבי	27.9		
יין באזז תות ליים יק	27.9		
יין בלו נאן פינק 750	44.9		
יין וינו אדום יקבי כ	21.9		
יין וינו לבן יקבי כר	21.9		
יין ישן נושן יקבי כר	19.1		
יין כנען אדום 750 מל	47.9		
יין כרמל 120 קינג די	18.9		
יין לבן יסמין רקנאטי	36.5		
יין לבן מוסקטו	39.3		
יין מונלייט לבן חצי	34.3		
יין מונלייט מוסקטו ו	34.3		
יין מוסקט מתוק קינג	18.9		
יין מוסקטו באזז יקבי	27.9		
יין מוסקטו סלקטד יקב	31.7		
יין מוסקטו פרייבט קו	43.8		
יין מרלו גליל עליון	62.9		
יין מרלו סלקטד יקבי	31.7		
יין מרלו פרייבט קולק	43.8		
יין סוביניון בלאן פר	43.8		
יין סלקטד סובניון בל	31.7		
יין סלקטד קברנה סובנ	31.7		
יין עונות מרלו 750 מ	29.2		
יין עונות קברנה 750	29.2		
יין עונות שיראז 750	29.2		
יין קברנה /מרלו סלקט	31.7		
יין קברנה סוביניון ג	62.9		
יין קברנה סוביניון ס	31.7		
יין קברנה סוביניון פ	43.8		
יין קונקורד קינג דיו	18.9		
יין קריניאנו באזז יק	27.9		
יין רוזה ויזון 750 מ	39.3		
יין רוזה סדרה אזורית	62.9		
יין רוזה סלקטד יקבי	31.7		
יין רוזה פרייבט קולק	43.8		
יין ריזלינג-שרדונה א	27.9		
יין שיראז פרייבט קול	43.8		
יין שיראז-קברנה סובי	27.9		
יין שרדונה פרייבט קו	43.8		
ין קברנה /מרלו פרייב	43.8		
יעה מוט מתקפל איטלקי	14.9		
יעה פס גומי	4.9		
יעה+ מברשת	14.9		
יעקבס יוגורט כבשים 5	21.9		
יעקבס יוגורט עיזים 3	13.9		
יעקבס לאבנה עיזים 25	16.9		
יעקבס פטה כבשים 250ג	27.9		
ירח מתוק מעדן חלב עם	6.2		
ירכיים טרי ארוז - כש	26.9		
ירכיים עוף ארוז קפוא	24.9		
ירקות חמוצים בטעם בי	25.2		
ירקות חמוצים בסגנון	25.2		
כבד עוף ארוז קפוא חת	7.9		
כבל מאריך 4 מטר 1.5*	29.9		
כבל מאריך 6 מטר 1.5*	39.9		
כבל סנכרון וטעינה 1	19.9		
כבל סנכרון וטעינה 2	24.9		
כבל סנכרון טעינה 1 מ	19.9		
כבל סנכרון טעינה 2 מ	24.9		
כדורוני 500 גר רמילו	15.1		
כדורי בשר מן הצומח 5	29.9		
כדורי לאבנה בשמן זית	116.0		
כדורי מוצרלה 18% שומ	79.0		
כדורי מוצרלה טרי בשק	10.9		
כדורי ספוג עדינים של	8.9		
כדוריות סבון אסלה -נ	9.9		
כדוריות סבון אסלה של	9.9		
כדוריות סבון לאסלה ס	17.8		
כוכבי עוף בציפוי מעו	39.9		
כוכבי תירס רמי לוי 6	19.1		
כוכבים בצבעים לקישוט	12.4		
כוננית 4 מדפים	49.9		
כוס בירה	7.9		
כוס זכוכית גולדי 400	6.9		
כוס זכוכית עם ידית 6	18.9		
כוס זכוכית צרה 6 יח'	10.9		
כוס חם 16OZ חגיגית (	9.9		
כוס חם 8OZ סופרמן (4	4.9		
כוס חם אוז9 קראפט חו	4.9		
"כוס יהלום 200 מ""ל (5"	4.9		
כוס יהלום 40יח	5.9		
כוס יין רוזה 330 מל	8.9		
כוס מלמין 16OZ דרדסי	7.9		
"כוס מלמין 420 מ""ל סט"	5.9		
כוס מרוקאי כסף (40 י	8.9		
כוס מרוקאי קרם (40יח	8.9		
כוס מרוקאית	5.9		
כוס צייסר קטנה	2.9		
כוס שתיה לתינוק + יד	17.1		
כוס שתייה גידי זכוכי	19.9		
כוס שתייה קרה 100 יח	3.9		
כוסברה (בתפזורת)	3.9		
כוסברה (שקית) חסלט	6.9		
כוסברה א.אדמה	3.9		
כוסברה בשקית	3.9		
כוסברה מגשית 70ג רמי	8.0		
כוסברה מהדרין רמי לו	5.9		
כוסברה שדות בעמק	5.9		
כוסברה שקית בדץ חסלט	6.9		
כוסות 18 יחידות	10.9		
כוסות 30Z זהב	5.9		
כוסות אספרסו 40 יח'	4.9		
כוסות בירה 330 מל	5.9		
כוסות חד פעמי לשתייה	4.9		
כוסות ליקר	4.9		
כוסות עם מכסה 30 יחי	10.9		
כוסות פרימיום 250 מל	10.9		
כוסות שתיה חמה 40 יח	7.9		
כוסות שתיה חמה ענקיו	9.9		
כוסות שתיה חמה פרימי	9.9		
כוסות שתיה קרה 100 י	3.9		
כוסות שתיה קרה רמי ל	10.9		
כוסיות חד פעמי קטנים	4.9		
כוסמת 500 ג רמי לוי	7.0		
כוסמת 500 גרם סוגת	7.0		
כוסמת אורגני הרדוף 5	9.0		
כוסמת לא קלוי 500 ג	6.8		
"כוסמת סוגת 1 ק""ג"	14.0		
"כוסמת רמי לוי 1 ק""ג"	12.1		
כורכום הודי טחון רמי	7.8		
כורכום טחון 80 שקית	4.9		
כורכום טחון רמי לוי	16.1		
כותש שום	19.9		
כייף שמפו ומרכך 700	9.9		
כייף תחליב רחצה 700	9.9		
כייף תחליב רחצה לבנד	9.9		
כייף תחליב רחצה מאסק	9.9		
כייף תחליב רחצה קוקו	9.9		
כייף תחליב רחצה שמן	9.9		
כייף תחליב רחצה שקד	9.9		
כיסא ילדים מתכת - סמ	24.9		
כיסא ילדים מתכת - ספ	24.9		
כיסוי ניילון עלמה לת	9.0		
כיסוי ניילון עם גומי	6.9		
כיף 1 ליטר כותון טאצ	9.9		
כיף אל סבון שקית מיל	7.9		
כיף כף מגדים 45 גרם	4.5		
כיף מן 3 ב 1 מעושר ב	9.9		
כיף מרכך אפרסק וחמאת	9.9		
כיף מרכך לשיער יבש 6	9.9		
כיף מרכך לשיער רגיל	9.9		
כיף מרכך לשיער שמן ק	9.9		
כיף קונדישינר לשיער	9.9		
כיף שמפו אפרסק וחמאת	9.9		
כיף שמפו לברק טבעי 7	9.9		
כיף שמפו למניעת קשקש	9.9		
כיף שמפו לניקוי עמוק	9.9		
כיף שמפו לשיער רגיל	9.9		
כיף שמפו לשיער שמן ק	9.9		
כיף תחליב אפרסק וחמא	9.9		
כיף תחליב רחצה 700 מ	9.9		
כיף תחליב רחצה לעור	9.9		
כיפה	14.9		
כיפה פלוש אמריקאי גד	15.6		
כיפה פלוש אמריקאי קט	15.9		
כיפלי בטעם בצל 70 גר	5.5		
כיפלי צ'יפס 50 גרם-ב	5.5		
כיפלי צ'יפס קטשופ 50	5.5		
כלורוקס קלין אפ מרסס	24.9		
כמון טחון 50 שקית רמ	4.9		
כמון רמי לוי 100 גרם	9.8		
כנאפה קפוא	12.9		
כנען גבינה לבנה תנוב	26.5		
כנפיים עוף ארוז קפוא	5.9		
כנפיים עוף טרי ארוז	11.9		
כנפיים עוף פטם טרי א	11.9		
כסף צלחת 7 (25 יחידו	3.9		
כף גלידה ארגונומית מ	9.9		
כף גלידה מקצועית	19.9		
כף ורוד 10יחידות	4.9		
כף לבנה 100 יחידות	6.9		
כף קרם 40 יחידות	7.9		
כף שקוף 40 יח	7.9		
כפיר בטעם מקסיקני חר	39.0		
כפיר מעושנת	42.0		
כפיר פיצרלה פתיתים ב	23.1		
כפית לבן 100 יחידות	6.9		
כפית קרם 40 יחידות	6.9		
כפית שקוף 40 יח	6.9		
כפפות משק מידה 8	7.9		
כפפות משק מידה 9	7.9		
כפפות משק מידה M	5.9		
כפפות משק מידה S	5.9		
כפפות ניטריל כחולות	19.9		
כפפות ניטרל L שחור(1	19.9		
כפפות ניטרל M שחור(1	19.9		
כפפות ניטרל S שחור(1	19.9		
כפפות ניטרל XL שחור(	19.9		
כפפות ניטרלי כחולות	30.3		
כפפת סיליקון מקצועית	19.9		
כפפת רחצה	7.9		
כרוב אדום	1.85		
כרוב אדום 200גר	10.9		
כרוב אדום 400 ג רמיל	9.0		
כרוב אדום חתוך חסלט	11.9		
כרוב אדום יבולי הכפר	12.9		
כרוב אדום מרובע 400	11.9		
כרוב אדום רמי לוי מה	12.9		
כרוב אדום שלם חסלט	15.5		
כרוב אדום שלם חסלט ב	15.6		
כרוב כבוש 430 גרם רמ	7.9		
כרוב כבוש 430גר	7.9		
כרוב לבן	1.67		
כרוב לבן 400 גרם בדץ	12.9		
כרוב לבן 400 גרם שטר	9.9		
כרוב לבן חרוט	4.8		
כרוב לבן קטיף טרי	12.9		
כרוב לבן רמי לוי מהד	12.9		
כרוב לבן שלם חסלט	14.9		
כרובית 800 גר רמי לו	13.1		
כרובית ארוזה	7.8		
כרובית ארוזה יח' רמי	7.8		
כרובית סנפרוסט 800 ג	24.1		
כרובית קטיף טרי מהדר	24.9		
כריות יפניות אנטיבקט	10.0		
כריות יפניות סנו סוש	9.9		
כריות יפניות עבות ני	11.9		
כריות יפניות עבות רמ	8.0		
כריות יפניות רמי לוי	7.9		
כריות נוגט תלמה 686	27.9		
כריות קרצוף ארוכות ר	7.6		
כריות קרצוף לכלים 6	12.9		
כריות קרצוף לניקוי כ	9.5		
כריות קרצוף נירוסטה	9.8		
כריות קרצוף ענקיות ל	9.5		
כריות קרצוף רמי לוי	5.2		
כרית ויסקו איכותית	79.9		
כרית לצוואר עם סוגר	29.9		
כרית קרצוף עם סיבי נ	9.9		
כרית שינה	25.9		
כרעיים עוף טרי ארוז	14.9		
כרעיים פרימיום	29.9		
כתף בקר 300 גרם	31.9		
כתף בקר מעושן 2% 400	32.9		
כתף בקר מעושן 250 גר	31.9		
כתף בקר מעושן מפולפל	25.9		
כתף כבש פרוס	130.0		
כתף צרכני קפוא חלק 4	50.5		
לאבנה 9% 500 גר	15.9		
לאבנה אבו גוש	49.0		
לאבנה בקר 5% שומן	39.0		
לאבנה בקר שמן זית וז	15.5		
לאבנה גלילית פיראוס	29.4		
לאבנה עם שמן זית וזע	12.9		
לאבנה עם שמן זית פלפ	14.1		
לאבנה פיראוס 5% שומן	12.9		
לאבנה פיראוס 9% שומן	22.5		
לאבנה פיראוס ארוחה ב	8.0		
לאבנה שמן זית וזעתר	16.2		
לאגו מילוי קרם אגוזי	14.9		
לאגו קוביות וופל מיל	14.9		
לב עוף טרי מהד	27.9		
לבבות אנדיב לבן 500	14.9		
לבבות דקל פרוסות ויל	10.0		
לבבות דקל שלמים 400ג	10.9		
לבבות דקל שלמים וילי	11.9		
לבבות חסה קיסר מגשית	13.9		
לבבות עוף ארוז קפוא	14.9		
לבבות קיסר א.אדמה	10.9		
לבבות קיסר מהדרין רמ	11.9		
לבבות קיסר רמי לוי	9.9		
לבבות קיסר תקומה	9.9		
לביבות כרובית 490גר	24.9		
לבן אובלי	7.9		
לבן חצי יבש סדרת ישר	21.5		
לבן יבש סדרת ישראלי	21.5		
לבן מרקיה (20 יח') ב	2.5		
לבן קערת סלט (10יח')	7.9		
לבן קרסול 20יח	2.2		
לבנה בקר 250 גר	9.9		
לבנה עיזים 5%	69.0		
לברק נקי טרי במגשית	89.9		
להבונים בשקית 3 שעות	8.8		
לואקר גרדנה חמאת בוט	16.9		
לואקר גרנד פטיסרי קפ	13.9		
לואקר דאבל שוקולד 17	13.9		
לואקר מקסי פרווה 200	14.9		
לואקר מקסי שוקולד פר	14.9		
לואקר קלאסיק 175 גר	13.9		
לוביה 600גר רמי לוי	10.0		
לוואצ'ה דליסיוזו 8 A	30.9		
לוואצה אורו שחור אספ	32.9		
לוואצה קרמה גוסטו פו	145.0		
לווצה קרמה קלאסיקו פ	69.5		
"לוח מחיק דו""צ"	8.9		
לוח מחיק מגנטי דו צד	9.9		
לוח צביעה	9.9		
לוטוס ביסקוויט קרמל	12.9		
לוטוס ביסקויט קרמל 1	12.1		
לוטוס עוגיות סנדויץ	9.0		
לוף בשקית א.אדמה	7.9		
לוקיטוס ג'ילי בטעמי	9.9		
לוקיטוס גומי טעם פיר	17.9		
לוקיטוס גומי טעם קול	17.9		
לוקיטוס סוכריות ג'לי	8.9		
לוקיטוס סוכריות טופי	7.9		
לוקיטוס שטיחים חמוצי	6.9		
לור קפסולות אספרסו א	21.9		
לור קפסולות אספרסו נ	21.9		
לור קפסולות אספרסו ק	21.9		
לור קפסולות קפה אספר	21.9		
לוריאל אייג' ספשיאלי	60.4		
לזניה רמי לוי 500 גר	9.8		
לחות לשיער עם קוקוס	29.9		
לחות מקצועית עם קרטי	29.9		
לחיטוי וניקוי מדיחי	36.9		
לחם 10 דגנים לחם האר	16.9		
לחם 7 דגנים קל 1.1קג	15.6		
לחם אחיד פלוס כוסמין	18.8		
לחם אחיד פרוס 900 ג	8.3		
לחם אחיד פרוס אנג'ל	8.3		
לחם בריאות ושובע 9 ד	14.9		
לחם ברמן לענין פלוס	14.5		
לחם דגנים מחמצת	18.9		
לחם דגנים פלוס 500 ג	14.5		
לחם הארץ 5 דגנים 750	16.9		
לחם הארץ אגוזים 500	16.9		
לחם הארץ כוסמין 100%	16.9		
לחם הארץ לחם חמניות	16.9		
לחם הארץ שיפון פומפר	16.9		
