itemname	itemprice	size	brand
וויסקי גלנפידיך 15 שנה סולרה רזרב 750 מל	263.9		
"וויסקי גלנפידיך 19 שנה 750 מ""ל"	549.9		
"וויסקי גנטלמן גק 700 מ""ל"	153.9		
וויסקי גק דניאלס 1 ליטר -אריזת שי	152.9		
"וויסקי גק דניאלס טנסי אפל 700 מ""ל"	122.9		
וויסקי דיוארס 1 ליטר	119.9		
וויסקי היילנד קווין בלנדד שרי פיניש 1 ל	114.9		
"וויסקי ויסקי טומינטול 10 שנה 700 מ""ל"	189.9		
"וויסקי טמנאוולין דאבל קאסק 700 מ""ל"	159.9		
וויסקי לאודרס 1 ליטר SCOTCH	115.9		
"וויסקי להפרויג 700 מ""ל"	269.9		
"וויסקי מונקי שולדר 700 מ""ל"	149.9		
וויסקי סינגל מאלט גלן גראנט 10 שנים 700	129.9		
"וויסקי סינגלטון 12 שנה 700 מ""ל"	174.9		
וויסקי סמוקי מאנקי בלנדד מאלט מעושן 700	182.9		
"וויסקי פור רוזס ברבן ילו לייבל 700 מ""ל"	112.9		
"וויסקי פור רוזס סמול באץ 700 מ""ל"	145.9		
וויסקי פיימוס גראוס 1 ליטר	119.9		
"וויסקי קאטי סארק 700 מ""ל"	79.9		
"וויסקי שיבאס רגאל 12 שנה 700 מ""ל"	129.9		
וויקס סוכריות לימון ומנטה ללא סוכר	14.9		
וויקס סוכריות עם דובדבן ואוקליפ ללא סוכר	13.9		
וולבי ליקריץ שחור בסגנון אוסטרלי 114 גרם	20.9		
וולבי ליקריץ תות בסגנון אוסטרלי 114 גרם	20.9		
וולייט דפים לשמירה על צבע הבגד 20 יח	24.9		
וולייט קולור פרוטקשן	19.5		
וופל בטעם קקאו חלב רושן 216 גר	9.9		
וופל במילוי קרמל צוקטה 175 גר	14.2		
וופל בסגנון בלגי חמאה ק.מלוח לומאר 140	12.9		
וופל גולון מיקס שוקו קרם 180 גר	9.9		
וופל גרדנה אגוז 200 גרם	17.9		
וופל גרדנה שוקולד 200 גרם	17.9		
וופל וואפרס חלב רושן 216 גר	9.9		
וופל וינאי בטעם תות שדה יער 400 גר	21.9		
וופל וניל 200 גרם	16.9		
וופל חמאה לומאר 100 גר	11.9		
וופל טארט הזלנט מאנר 400 גר	27.9		
וופל כוסמין אורגני קציר 200 גרם	13.9		
וופל לואקר אגוז 175 גרם	14.9		
וופל לואקר דאבל שוקולד 175 גרם	14.9		
וופל לואקר חלב 175 גרם	14.9		
וופל לואקר קקאו 175 גרם	14.9		
וופל מיני קנופרס 200 גר 10 גר*20 יחידות	22.9		
"וופל ממולא ומצופה לל""ג שר 3*30 גרם"	25.9		
וופל מצופה שוקולד טעם חלב 250 גר KOROVKA	17.9		
וופל נוטלה בי רדי שישייה 132 גרם	17.9		
וופל סופלה טופי קרמל	18.9		
וופל קואדרטיני דאבל שוקולד 250 גר	17.9		
וופל קואדרטיני טירמיסו 250 ג	17.9		
וופל קוארדטיני אגוז 250 גרם	17.9		
וופל קוארדטיני קקאו 250 גרם	17.9		
וופל קפריס רולס וניל 250 גר	21.9		
וופל קקאו במילוי קינדר טרונקי 90 גר	16.5		
וופל קראנצ` מילוי קרם בטעם לימון 175 גר	10.9		
וופל קראנצ`מילוי קרם בטעם שוקולד 175 גר	10.9		
וופל רושן בטעם לימון 216 גר	9.9		
וופל רושן בטעם קקאו 216 גר	9.9		
וופל ריבת חלב 350 גר	44.9		
וופלים אפיפיות בטעם שוקולד 200 גר	12.5		
וופלים ארטק 200 גר	9.9		
"וופלים ללת""ס מצופים שוקולד חלב 150 גר"	17.9		
"וופלים ללת""ס מצופים שוקולד מריר 150 גר"	17.9		
וופלים מאנר קרם שוקולד 200 גר	18.9		
וופלים ממולא בטעם חלב 75 גר קורובקה	4.5		
וופלים ממולא בטעם לימון 75 גר קורובקה	4.5		
וופלים קורובקה בטעם חלב מבושל 300 גר	14.9		
וופלים קרם אגוז לוז וקקאו 3גר*5 MY MOTTO	12.5		
וופלים קרם מוס וניל 34 גר*5	12.5		
וופלים קרם קקאו 34 גר*5 MY MOTTO	12.5		
ווקרס ביסקוויט גינגר 150 גרם	23.9		
ווקרס עוגיות היילנדרס 135 גרם	23.9		
ווקרס עוגיות חמאה עגולות 33% 150 גרם	23.9		
ווקרס עוגיות חמאה פינגרס 150 גרם	23.9		
וורטר אוריגינל במילוי קרם 125 גרם	14.2		
וורטר פופקורן מלוח קרמל 140 גר	22.9		
וורטר פופקורן קרמל 140 גר	22.9		
"וורמוט מרטיני אדום מתוק 750 מ""ל"	59.9		
"וורמוט מרטיני לבן 750 מ""ל"	59.9		
"וורמוט מרטיני פיירו 750 מ""ל"	59.9		
"וורמוט צינזנו אדום 750 מ""ל"	46.9		
"וורמוט צינזנו ביאנקו 750 מ""ל"	46.9		
"וטקינס וניל טהור 29 מ""ל"	33.9		
ויואני שוקולד אורגני מריר עם צילי 100 גר	20.9		
ויובלוק פרמזן מגורדת 100 גרם	24.9		
ויוה סוי בריסטה משפחתי 1 ליטר	14.0		
ויוה סוי שיבולת שועל מקצועי קרטונית 1ל	15.0		
ויויל סוכריות ללא סוכר מנטה פעיל חריף	16.9		
ויויל-סוכריות ללא סוכר טעם מנטה	16.9		
ויט קרם להסרת שיער לעור רגיש 100 מל	34.9		
ויט רצועות שעווה לפנים 16 יח	38.9		
ויטמין 100 כמ` A	57.9		
ויטמין 120 טבליות 10	42.9		
ויטמין A יבש 5,000 יחבל	98.9		
ויטמין B-12 ללא חומצה פולית(100)כשר	71.9		
ויטמין B-12 פלוס (120) אלטמן כשר	75.9		
ויטמין B12 (מינון 1000 מקג) למציצה תת לש	79.9		
ויטמין C 500 טבליות לעיסה כשר (50)	62.9		
ויטמין C ליפוזומלי 250 מל	199.9		
ויטמין C-500 לבליעה (100) כשר	65.9		
ויטמין D - 1000 בד`צ	39.9		
ויטמין D 1000 100 כמוסות	44.9		
ויטמין D-400 גל קפס (120)	38.9		
ויטמין D3 ליפוזומלי	119.9		
ויטמין E-400 גל (75)	99.9		
ויטמין E-400 תערובת טוקופרולים	104.9		
ויטמין K2 100 מקג	199.9		
ויטמין בי 12 טיפות ראן בוטניקלס	119.9		
ויטמין לעיסה תות בננה D1000	66.9		
ויטמין מתיל B12 וחומצה פולית	119.9		
ויטמין סי 500 קומפלקס	64.9		
ויטמינציק טרופי 1 ליטר	13.9		
ויטמינציק שקוף אפרסק 1 ליטר	13.9		
ויטמינציק שקוף ענבים 1 ליטר	13.9		
ויטקס תערובת תיבול 15 ירקות 55 גרם	9.5		
ויטקס תערובת תיבול ירקות מיובשים 50 גרם	9.5		
ויטריז - משקה אורז אישי אישי 200 גר	5.5		
ויטריז - משקה שקדים ואורז אישי 200 גר	5.7		
ויטריז לבישול תחל. שמנת צמחי אורגני 200	8.9		
וילדה הגילדה המקורית זוג	41.9		
וילה אנטינורי אדום 750 מל	99.9		
וילי פוד פטריות שמפניון חתיכות 400 גר`	6.5		
"ויניה אזמרלדה רוזה (טורס) יבש 750 מ""ל"	48.9		
ויניה אלברדי רזרבה לה ריוחה 98	114.9		
וינסטון כחול טבק לגלגול חפיסה	100.0		
וינצנני- רוקי בייגלה עם מלח ים 250 גרם	7.9		
וינצנני-עוגיה במילוי מחית תאנים 165 גרם	7.9		
וינצנני-עוגת ספוג במילוי קרם חלב 200 גר	10.9		
וינר עבה במשקל מניה	79.0		
ויסבארטן טרי	82.9		
"ויספרינג אנגל רוזה 750 מ""ל"	129.9		
ויסקי היילנד קווין בלנדד 1 ליטר	107.9		
ויצינה הודו כפרית במשקל	95.0		
ולאסיק רליש מתוק לחיץ 296 גר	26.9		
ולריאן 50 גרם 100 כמוסות	64.9		
ולריאן 60 כמוסות	75.9		
ולריאן תמצית 50 מל - גרינלייף	56.9		
וניה תחבושות הגייניות מקסי לילה 12 יח	25.9		
"וניל אפייה ווטקינס 59 מ""ל"	37.9		
וניש אבקת כביסה לבנה 1500 גרם	46.9		
וניש אבקת כביסה לבנה 480 גרם	21.9		
וניש אבקת כביסה לצבעונית 1500 גרם	46.9		
וניש אבקת כביסה צבעונית 480 גרם	21.9		
"וניש אוקסי ספריי לכתמים בריפודים 500 מ""ל"	21.9		
וניש גל לכביסה לבנה 2.75 ליטר	29.9		
וניש גל לכביסה צבעונית 2.75 ליטר	29.9		
וניש גליסמו ורוד 750 מל	21.9		
וניש גליסמו לבן 750 מל	21.9		
וניש ספריי הסרת כתמים לבגדים לבנים 750 מ	14.9		
"וניש קליה פאואר גל 200 מ""ל"	21.9		
ונקו ליקריץ גיר 120 גר	10.9		
ונקו ליקריץ דבש 120 גר	10.9		
ונקו ליקריץ צורות שונות 100 גר	10.9		
וצינה מוסקובסקיה	189.0		
ורניק לסקה כרוב 900 גר	33.9		
ורניק לסקה תפוח אדמה 900 גר	33.9		
ורניקי עם דובדבן 900 גר	49.9		
"ורניקי תפו""א ובצל 900 גר"	33.9		
זוג אשפתון ניקול ענק מתכלה 10 יח	25.9		
זוג ברזליות לניקוי סירים	8.9		
זוג זיקוק 15 בשקית	10.4		
זוג מברשות סנסודיין שיקום	35.9		
זוג מברשות שיניים נטורל פרש 40	20.9		
זוג מברשות שיניים רגישות וחניכיים	35.9		
זוג מברשות שיניים רפיד רליף	32.9		
זוג נו לד WW 12W E27	17.9		
זוג נורות לד DL 15W E27 A60 SAFETY	16.9		
זוג נורות לד WW 15W E27 A60 SAFETY	16.9		
זוג ניילון נצמד ניקול	14.2		
זוג סנדביצון ענק	14.9		
זוג עופיונים טריים	75.9		
זוג פמוטים קריסטל	69.9		
זוג רדיד ניקול ארוך אלומיניום	25.9		
זוג רדיד ניקול עבה אלומיניום	21.9		
זוג שפורפרות סופר גלו גל 4 גר	19.9		
זוג שקיות אשפה ניקול שחורות XXL 10 יח	26.9		
זוזף דרוהין לאפורה פינו נואר 750 מל	134.9		
זוטה לבנה חזרה לטבע 50 גרם	29.9		
זחוק אדום מריף מאוד 150גר	13.2		
זחוק אדום תימני מקורי חריף מאוד 220 גר	16.9		
זחוק ירוק חריף זהבי 220 גרם	18.5		
זיליס דיספלי פקקים פ	23.9		
זיליס כותש שום סוס 3	169.0		
זיליס קולפן ווי הדור	79.9		
זיליס קולפן צד הדור	79.9		
זיליס תפוחן משוכלל ה	99.9		
זילנד פרנגרין סוביניון בלאן 750	88.9		
זים קל מולטי אינזים (60) אלטמן	84.9		
זיפיר וניל 800 גר ניבה	29.9		
זיפלוק שקיות אחסון בינוניות 24 יח	19.5		
זיפלוק שקיות הקפאה גדולות 14 יח	19.5		
זיפן 1000 מ`ג	157.9		
זית בלאדי ירוק מבוקע עם גלעין 215 גר	16.9		
זית חרוזית ירוק A2 בית השיטה 275 גרם	18.9		
זית חרוזית ירוק צנצנת	15.9		
זית חרוזית שחור יבנה 540 גרם	12.9		
זית ירוק 17-19 2A בית השיטה 340 גרם	15.5		
זית ירוק A2 בית השיטה 340 גרם	13.9		
זית ירוק גדול A2 בית השיטה 340 גרם	15.5		
זית ירוק חרוזיתא ללא גלעין זיתא 190 גר	20.9		
זית ירוק יווני שום ללא גלעין זיתא 190 גר	20.9		
זית ירוק עם עשבי תיבול עם גלעין 215 גר	16.9		
זית ירוק צילי חריף עם גלעין זיתא 215 גר	16.9		
זית מבוקע פיקנטי 540 גרם יבנה	14.5		
זית מנזנילו גדול 540 גרם יבנה	12.9		
זית סורי מבוקע יבנה 540 גרם	20.9		
זית עלים 50גר	16.9		
זית קלמטה 465 גר דולפין	37.9		
זית קלמטה בפח 430 גרם	21.8		
זית קלמטה ללא גלעין זיתא 190 גר	20.9		
זית שחור טאסוס 400 גרם	20.9		
זית שחור טאסוס 700 גרם	29.9		
זיתי קלמטה ללא גלעינים אורגני 150 גרם	23.9		
זיתים בלי גלעין עם מלפפונים חמוצים 190 ג	19.9		
זיתים ירוקים אורגנו ופלפלים אדומים 150 ג	11.4		
זיתים ירוקים אורגנו שלמים 150 ג	11.4		
זיתים ירוקים ושחורים אורגנו ופלפל 150 ג	11.4		
זיתים ירוקים טבעות A2 בית השיטה 280 גרם	14.9		
זיתים ירוקים ללא גלעינים אורגני 150 גרם	19.9		
זיתים ירוקים ללא גלעינים אורגני 290 גרם	21.9		
זיתים ירוקים ללא גרעין צנצנת 360 גרם	14.9		
זיתים ירוקים מבוקעים A2 בית השיטה 340 גר	15.5		
זיתים ירוקים מגולענים במי מלח רגינה370ג	19.9		
זיתים ירוקים ממולאים באנשובי 300 גר ITLV	15.5		
זיתים ירוקים ממולאים בלוובסטר 300 גר ITLV	15.5		
זיתים ירוקים ממולאים בסלמון 300 גר ITLV	15.5		
זיתים ירוקים ממולאים בשום 370 גרם	28.9		
זיתים ירוקים ממולאים בשרימפס 300 גר ITLV	15.5		
זיתים ירוקים שלמים גדולים 360 גרם	14.9		
זיתים מושחרים דלפי סופר ממוט 820 גרם	37.9		
זיתים מושחרים חרוזית 275 גרם בית השיטה	15.5		
זיתים נוצרלה סיציליה ירוקים במים 580 גרם	24.9		
זיתים סורי 400 גרם	25.9		
זיתים שחורים טבעיים בפח 454 גרם	24.9		
זיתים שחורים טבעיים טאסוס 170 גרם	17.9		
זיתים שחורים ללא גרעין צנצנת 360 גרם	14.9		
זיתים שחורים מגולענים 350 גר	12.9		
זיתים שחורים מגולענים מזן קלמטה 430 גרם	27.9		
זיתים שחורים מזן קלמטה 440 גרם	25.9		
זיתים שחורים מרינד בפח 454 גר	24.9		
זלץ מזרע	93.0		
זנגביל גינגר טחון	80.0		
זנגביל מסוכר	49.0		
זנגויל לא מסוכר	59.0		
זעתר ביתי נחלה 100 גרם	13.5		
זעתר במשקל	90.0		
זעתר ושומשום 80 גרם שקית	8.2		
זעתר ושומשום בלדי 100 גרם	14.2		
זעתר עם שומשום במשקל	65.0		
זפיר בטעם וניל 250 גר	15.9		
זפיר בטעם וניל 270 ג MERENGA	11.9		
זפיר בטעם וניל בציפוי שוקולד 250 גר	18.9		
זפיר בטעם וניל ציפוי שוקולד 190ג MERENGA	11.9		
זפיר בטעם חמאה 420 גרם NEVA	19.9		
זפיר בטעם פירות יער 250 גר	15.9		
זפיר בטעם ריבת חלב 420 גרם NEVA	19.9		
זפיר בטעם שמנת 270 גרם MERENGA	11.9		
זפיר וניל 420 גרם NEVA	19.9		
זפיר וניל אקסטרה 280 גרם	10.9		
זפיר ותפוח 420 גרם NEVA	19.9		
זפיר לבן ורוד אקסטרה 280 גרם	10.9		
זפיר מוזאיקה וניל ופירות 270 ג MERENGA	11.9		
זפיר סלדקיי איסטוריי עם חמוציות 250 גר	15.9		
זפיר סלדקיי איסטוריי עם תות 250 גר	15.9		
זפיר קפה אקסטרה 280 גרם	10.9		
זרוע לרכב ONE TOUCH צהוב	39.9		
זרעי פשתן אורגני 300 גר	10.4		
זרעי ציה 300 גר	15.9		
זרעי ציה אורגני 650 גרם	39.9		
זרעי ציה אורגני כרם 300 גרם	20.9		
זרעי ציה אורגני כרם 650 גרם	30.9		
זרעי ציה אורגני עתיד ירוק 300 גרם	24.9		
זרעי ציה אורגנים 300 גרם הרדוף	22.9		
זרעי ציה לבנים אורגני הרדוף 300 גרם	22.9		
ח.חלבון סופט עוגת גבינה פטל 55 גרם	15.5		
חבילת פרחים	36.0		
חגיגה אסייאתית להקפצה 550 גרם	34.9		
חוואג לקפה במשקל	79.0		
חוט דנטלי גורדן פלאקרס פלוסר מנטה	14.2		
חוט דנטלי ללא שעווה	13.5		
חול מתגבש מודיפיי 10 ליטר	59.9		
"חומוס 1 ק""ג"	18.9		
חומוס 40% טחינה עם חריף אחלה 250 גרם	14.2		
חומוס 40% טחינה עם תטבילה 400 גרם	12.9		
חומוס 50% טחינה 400 גרם	12.9		
חומוס 500 גרם	9.9		
חומוס אבו גוש 200 גר	13.2		
חומוס אבו גוש 400גר	13.9		
חומוס אבו גוש 500גר	19.9		
חומוס אבו גוש עם חריף 200 גר	13.2		
חומוס אבו מרוואן 400 גר	16.5		
חומוס אורגני 500 גר	13.9		
חומוס אחלה 250 גרם	9.5		
חומוס אחלה 400 גר	11.5		
חומוס אחלה 650 גרם	13.2		
חומוס גלילי אחלה 400 גרם	14.5		
חומוס גלילי אחלה 600 גרם	15.5		
חומוס גרגרים רכים בטבילה צבר 400 גרם	20.5		
חומוס הבית להכנת חומוס טרי יכין 400 גר	9.0		
חומוס חלק 400 גרם	12.5		
חומוס חריף 400 גרם	11.9		
חומוס טחינה 400 גר	11.9		
חומוס יום יום 125 גרם	5.0		
חומוס יכין שלם 550 גר A/2	10.0		
חומוס לבנוני 400 גרם	13.9		
חומוס מהמטבח של אמא 600 גרם	18.5		
חומוס מסבחה 200 גר	13.2		
חומוס מסבחה 500גר	19.9		
חומוס מסבחה\דרוזי 500 גרם מרובע	12.9		
חומוס מסעדה צבר 700 גר	11.9		
חומוס מסעדות 200 גר	13.2		
חומוס מסעדות 500גר	19.9		
חומוס סמיר הגדול 400 גר	16.5		
חומוס עם בצל 380 גרם אחלה	15.3		
חומוס עם זעתר צבר 375 גרם	13.9		
חומוס עם חריף צבר 375 גרם	13.9		
חומוס עם טחינה 160 גרם	7.2		
חומוס עם טחינה 400 גר	13.9		
חומוס עם פלפל שיפקה 380 גרם אחלה	12.9		
חומוס עם צנובר צבר 400 גר	13.9		
חומוס עם רוטב חריף 160 גרם	7.2		
חומוס עם רוטב מסבחה 160 גרם	7.2		
חומוס ענק 500 גרם	13.5		
חומוס עשיר ב-30% טחינה אל ארז 400 גר	12.9		
חומוס עשיר ב-40% טחינה 400 גר	12.9		
חומוס צנובר 400 גר	11.9		
חומוס קלוי	60.0		
חומוס קפוא סנפרוסט 800 גרם	20.9		
חומץ 5% תומר 1 ליטר	5.5		
"חומץ 9% רונה 750 מ""ל"	7.9		
חומץ 9% רידני קראיי 1 ליטר	10.3		
חומץ אורז יסמין 500	17.5		
חומץ אורז מיצוקאן 500 מל	16.9		
חומץ בלסמי גקובזי 500 מל	24.9		
חומץ בלסמי יד מרדכי 250 מל	19.9		
"חומץ בלסמי ממודנה 250 מ""ל ARGENTO"	71.9		
"חומץ בלסמי ממודנה 250 מ""ל ORO"	79.9		
חומץ בלסמי ממודנה 500 מל CIRIO	22.9		
"חומץ בלסמי ממודנה גלייז 250 מ""ל CIRIO"	24.9		
"חומץ בלסמי מצומצם גקובזי 250 מ""ל"	26.9		
חומץ בן יין אדום	18.5		
"חומץ בן יין אדום 500 מ""ל"	24.9		
חומץ דיאדיה וניה 1 ליטר	12.5		
חומץ הדרים 1 ליטר	6.9		
חומץ טבעי מתפוחים 750 מל	19.5		
חומץ טבעי עסיס 5% -1 ליטר	7.9		
חומץ טעמים יין לבן	18.5		
חומץ יין לבן 500 מ`ל	17.6		
חומץ שולחן 10% 1 ליטר JAMAR	10.9		
חומץ שולחן 9% 1 ל UNI	9.9		
"חומץ תפוחים 5% אורגני לא מסונן 750 מ""ל"	21.9		
"חומץ תפוחים 500 מ""ל"	24.9		
חומץ תפוחים 946 מל	25.9		
"חומץ תפוחים אורגני 750 מ""ל"	18.9		
"חומץ תפוחים גאלה ללא גלוטן 946 מ""ל"	20.9		
"חומץ תפוחים עם האמא אורגני 750 מ""ל"	18.9		
חותך פיצה זיליס 2018	119.9		
חזה אווז טירת צבי 100 גר	36.9		
חזה בגריל צמחוני טבעול 560 גר	40.9		
חזה בקר נקי טרי	63.9		
חזה הודו ברביקיו דל שומן מזרע	105.0		
חזה הודו מעושן בגריל במשקל	99.0		
חזה הודו מעושן דל שומן	99.0		
חזה הודו נקבה טרי	42.9		
חזה הודו רומני דל שומן מזרע	103.0		
חזה עגל עם עצם טרי	39.9		
חזה עוף טרי	39.9		
חזה עוף לולו	64.9		
חזרת 160 גר	8.9		
חזרת 180 גרם	12.9		
חזרת 190 גרם מחייב	12.9		
חזרת 250 גר	20.9		
חזרת אדומה 180 גר POLAN	12.5		
חזרת אחלה 220 גר	14.9		
חזרת בשמנת 200 גרם	13.5		
חזרת לבנה ביתית 250 גר	16.4		
חזרת עם וואסבי 190 גרם	13.5		
חטיף אדממה פולי סויה	10.9		
חטיף אובלטים אורגניים עם כוסמין 100 גר	12.9		
חטיף אוראו מצונן 120 גרם	18.5		
חטיף אפרופו 100 גרם	11.2		
חטיף אפרופו 50 גרם	5.5		
חטיף אפרופו איטליאנו 50 גרם	5.5		
חטיף אצות מיובשות 9*4.5 גרם	28.9		
חטיף בוטנים 180 גרם	19.9		
חטיף בטעם בייקון מעושן בסגנון כפרי 150 ג	11.9		
חטיף בטעם תות בציפוי בטעם תות 45 גרם	5.7		
"חטיף בינג כוסמת ותירס לל""ג אורגני 60 גר"	12.4		
חטיף ברביקיו אורז קינואה אורגני 113	25.9		
חטיף בריאות לכלבים נענע, פטרוזיליה וחמאת	19.9		
חטיף בריאות לכלבים תפוח, שמן קוקוס, גזר	19.9		
חטיף גבינה אגוז KARUMS 45 גר	5.7		
חטיף גבינה בטעם שוקולד 45 גר	6.8		
חטיף גבינה וניל 45 גר	6.8		
חטיף גבינה על וופל בלגי טעם וניל 65 גר	9.7		
חטיף גבינה על וופל בלגי עם אוכמניות 65גר	9.7		
חטיף גבינה עם ריבת חלב 45 גר	6.8		
חטיף גבינה תות שדה 45 גר	6.8		
חטיף גלידה שמנת בטעם נוגה עם קרם שוקולד	14.5		
חטיף גרדנה מצופה 38 גר	4.7		
חטיף דגנים מלאים מצופה שוקולד חלב 120 גר	12.9		
חטיף דגנים מלאים מצופה שוקולד מריר 120 ג	12.9		
חטיף דגנים סלים דליס שוקולד לבן 120 גר	12.9		
חטיף דוריטוס גריל 185 גרם	9.5		
חטיף דוריטוס חמוץ חריף 185 גרם	9.5		
חטיף דוריטוס טבעי 185 גרם	9.5		
חטיף דוריטוס טיקה מסאלה 70 גר	4.5		
חטיף דוריטוס נודלס סצואן 70 גר	4.5		
חטיף הרשי ריזס נאטרייגיס 47 גרם	6.5		
חטיף הרשי ריזס שוקולד חלב 42 גר	6.5		
חטיף הרשי ריזס שוקולד לבן 39 גר	6.5		
חטיף חלבה וניל 100 גרם בארכה	4.0		
חטיף חלבון בראוני שוקולד סמארט 64 גרם	17.9		
חטיף חלבון טבעוני בטעם שוקולד	14.5		
חטיף חלבון עוגת לימון אורגני 40 גר	15.4		
חטיף חלבון פרוטאין אגוז לוז שוקולד 50 גר	12.5		
חטיף חלבון פרוטאין חמאת בוטנים 50 גר	12.5		
חטיף חלבון פרוטאין שוקולד 50 גר	12.5		
חטיף חלבון קורני קוקוס 50 גר	11.2		
חטיף חלבון קרם עוגיות סמארט 64 גרם	17.9		
חטיף חלבון קרמל קראנץ סמארט 64 גרם	17.9		
חטיף חלבון ש.שועל קרמל מלוח 40 גר	15.4		
חטיף חלבון ש.שועל שוקולד 40 גר	15.4		
חטיף חלבון שוקולד בוטנים סמארט 64 גרם	17.9		
חטיף חלבון שוקולד ספירולינה אורגני 40 גר	15.4		
חטיף טוויקס 50 גרם	6.9		
חטיף ירקות עם מלח ים 85 גרם	19.9		
חטיף כרובית אפוי מומלח 56 גרם	16.9		
חטיף מארז פרי אנרגיה תמרים עם קשיו 125	22.9		
חטיף מארס 51 גרם	6.9		
חטיף מיקס ירקות 40 גרם	11.9		
חטיף מיקס ירקות קראנצי 40 גרם	11.9		
חטיף מנגו מיובש בהקפאה 20 גרם	11.9		
חטיף מנציס גביע אקסטרה 200 גר	13.2		
חטיף מקלות תירס 175 גר	7.9		
חטיף מרבה סלים דליס קריספי אוכמניות 125	12.9		
חטיף מרבה סלים דליס קריספי שוקולד 125 ג	12.9		
חטיף מרבה סלים דליס קריספי תות 125 גר	12.9		
חטיף נאצוס הוטפופ בסגנון מסעדות 322 גר	19.9		
חטיף נאצוס הוטפופ בסגנון מקסיקני 322 גר	19.9		
חטיף נובילוס בטעם נגיסי ברווז 80 גרם	9.9		
חטיף נובילוס בטעם נגיסי סלמון 80 גרם	9.9		
חטיף נובילוס בטעם סושי בקר 80 גרם	9.9		
חטיף נובילוס בטעם סושי עוף 80 גרם	9.9		
חטיף נובילוס בטעם פילה ברווז רך 80 גרם	9.9		
חטיף נובילוס בטעם רצועות ברווז 80 גרם	9.9		
חטיף נובילוס בטעם רצועות ברווז עם אורז 8	9.9		
חטיף נובילוס בטעם שוקיים עוף 80 גרם	9.9		
חטיף נובילוס דנטלי מברשות 80 גרם	9.9		
חטיף נייטשר ואלי פרוטאין קרם מלוח 210 גר	25.9		
חטיף נייטשר ואלי פרוטאין שוקולד 210 גרם	25.9		
חטיף נייטשר ואלי שבבי שוקולד 210 גרם	21.9		
חטיף ניישטר וואלי 1/5 בריאות מעורב 210 ג	21.9		
חטיף סויה קריספי תפז	109.0		
חטיף סלים דליס ללא גלוטן שוקולד חלב 78 ג	12.9		
חטיף סניקרס 50 גרם	6.9		
חטיף עוגה יער שחור 5*30 גר דובאי	14.9		
חטיף עוגה קרמל מלוח 5*30 גר פריז	14.9		
חטיף עוגיה עם קרם קאסטרד 125 גר VICENZI	11.9		
חטיף עוגת שוקולד פרימיום 5*30 גר פריז	14.9		
חטיף פוף אפוי בטעם גריל 40 גרם	4.8		
חטיף פוף טבעות קלאסי 40 גרם	4.8		
חטיף פוף כוכבים בצל 40 גרם	4.8		
חטיף פוף כוכבים גריל אמריקאי 40 גרם	4.8		
חטיף פוף כוכבים שמנת בצל 40 גרם	4.8		
חטיף פוף לבבות גריל 40 גרם	4.8		
חטיף פוף לבבות קלאסי 40 גרם	4.8		
חטיף פוף קראנץ בטעם גריל 60 גרם	4.8		
חטיף פוף קראנץ בטעם חמוץ חריף 60 גרם	4.8		
חטיף פוף קראנץ בטעם טאקו 60 גרם	4.8		
חטיף פרה ביסקוויט מגדים 100 גרם	8.9		
חטיף פרה ממולדה 50 גרם	5.9		
חטיף פרה קראנץ ביסקוויט קקאו 90 גר	11.9		
חטיף פרוטאין מקס זירו אייס קפוצינו 30 גר	11.9		
חטיף פרוטאין מקס זירו שוקולד לבן תות 30	11.9		
חטיף פרוטאין מקס ציפס מלח ים 72 גרם	18.9		
חטיף פרוטאין מקס ציפס שמנת בצל 72 גרם	18.9		
חטיף פרי אנרגיה דגנים עם שוקולד חמישייה	22.9		
חטיף פרי תמרים וקינמ ללא סוכר 90 גר 5 יח	22.9		
חטיף צואי נייטשר וואלי בוטנים אמיתית 150	21.9		
חטיף צואי נייטשר וואלי בוטנים ושקדים 150	21.9		
חטיף ציטוס קראנצ שמנת בצל 80 גר	5.3		
חטיף ציפס בטעם לובסטר רוסקארט 80 גר	10.3		
חטיף ציפס עדשים בטעם בייקון 100 גר	12.9		
חטיף ציפס עדשים בטעם גבינה צדר 100 גר	12.9		
חטיף ציפס עדשים בטעם חלפניו וליים 100 גר	12.9		
"חטיף ציפס תפ""א בטעם מלח ופלפל 150 גר"	13.9		
"חטיף ציפס תפ""א בטעם רוטב כמהין 150 גר"	13.9		
חטיף ציקי מאנקי אורגני 20 גר השדה	3.9		
חטיף קורני בייס קוקי&קרים 138 גר	15.9		
חטיף קורני בייס קרמל&סולט 138 גר	15.9		
חטיף קורני פרי פינאטס 120 גר	15.9		
חטיף קורני שוקולד חלב 6 יח 150 גר	15.9		
חטיף קורני שוקולד חלב ובננה 6 יח 150 גר	15.9		
חטיף קיטו גרנולה 120 גר	22.9		
חטיף קינדר בואנו 43 גר	6.9		
"חטיף קרוויס בטעם ברביקיו לל""ג 170 גרם"	21.9		
"חטיף קרוויס בטעם פפריקה לל""ג 170 גרם"	21.9		
"חטיף קרוויס טבעי לל""ג 170 גרם"	21.9		
חטיף קרקר אפונה ותבלינים וואווז 50 גר	5.9		
חטיף קרקר עדשים צילי ושומשום וואווז 50 ג	5.9		
חטיף רב דגנים עם שוקולד חלב 78 גרם	12.9		
חטיף ריזס מיניס 70 גרם	9.9		
חטיף ריסז מיניאטורס בטעם שוקולד 131 גר	14.5		
